lemma,part_of_speech,absolute_frequency
cirrhosis,ADJ,1
cirrhosis,NOUN,56
cirrhosis,VERB,1
cirrhotic,ADJ,1
cis,NOUN,3
cise,NOUN,1
cise,PROPN,9
cise,VERB,1
cisely,ADV,1
cises,PROPN,1
cising,PROPN,1
cisplatin,NOUN,1
cissism,NOUN,1
citable,ADJ,1
citalopram,NOUN,5
citrate,NOUN,6
citric,ADJ,2
citrus,ADJ,1
citrus,NOUN,1
city,NOUN,4
cium,PROPN,11
civil,ADJ,3
cjd,NOUN,6
cl,NOUN,7
cl,PROPN,4
cla,PROPN,3
claim,NOUN,1
claim,VERB,7
claimant,NOUN,1
clammy,ADJ,2
clammy,NOUN,2
clamp,NOUN,7
clamp,VERB,8
clap,VERB,1
clapping,NOUN,1
clarithromycin,PROPN,2
clarity,NOUN,3
clasp,NOUN,2
class,NOUN,29
class,VERB,3
classic,ADJ,4
classical,ADJ,1
classical,NOUN,1
classification,NOUN,10
classified,ADJ,1
classify,VERB,30
claudication,NOUN,8
claustrophobia,NOUN,1
claustrophobia,PROPN,1
clavicep,NOUN,1
clavicle,ADJ,1
clavicle,NOUN,26
clavulanic,ADJ,2
claw,NOUN,9
clb,NOUN,2
cle,INTJ,1
cle,NOUN,37
cle,PROPN,26
cle,VERB,11
cle,X,5
clean,ADJ,16
clean,VERB,24
cleaner,NOUN,1
cleaning,NOUN,11
cleanliness,NOUN,2
cleanly,ADV,2
cleanse,VERB,9
cleansing,NOUN,2
clear,ADJ,52
clear,ADV,3
clear,VERB,84
clearance,NOUN,4
clearly,ADV,49
clearview,NOUN,2
cleation,NOUN,1
cleft,ADJ,27
cleft,NOUN,8
cleidocranial,ADJ,1
cleidocranial,VERB,1
clemastine,PROPN,1
clenching,NOUN,1
clergy,NOUN,2
clergyman,NOUN,2
cles,PROPN,1
click,NOUN,2
click,VERB,4
clicking,NOUN,2
clide,NOUN,1
climacteric,PROPN,1
climate,ADV,1
climate,NOUN,14
climb,VERB,6
climber,NOUN,1
climbing,NOUN,1
clindamycin,PROPN,2
cling,VERB,4
clinginess,NOUN,2
clingy,ADJ,1
clinic,NOUN,8
clinic,PROPN,2
clinical,ADJ,22
clinit,ADJ,1
clinitest,ADJ,1
clioquinol,NOUN,2
clip,NOUN,6
clip,PROPN,1
clip,VERB,2
clipping,NOUN,1
clitoridectomy,PROPN,1
clitoris,NOUN,11
clitoris,PROPN,9
clobazam,VERB,1
clobetasol,NOUN,1
clobetasone,NOUN,1
clock,NOUN,3
clockwise,VERB,2
clofazimine,PROPN,1
clofibrate,VERB,1
clomifene,NOUN,4
clomifene,PROPN,1
clomipramine,NOUN,2
clonazepam,NOUN,2
clone,NOUN,6
clonic,ADJ,1
clonic,NOUN,11
clonidine,NOUN,4
clonidine,VERB,1
clonu,NOUN,2
clonus,NOUN,1
clonus,VERB,1
clopidogrel,NOUN,2
clorazepate,ADJ,1
close,ADJ,57
close,ADV,28
close,NOUN,3
close,VERB,83
closed,ADJ,21
closely,ADV,25
closing,NOUN,7
clostridium,NOUN,3
closure,NOUN,12
clot,NOUN,192
clot,VERB,76
clothe,NOUN,10
clothe,VERB,1
clothing,NOUN,25
clotrimazole,NOUN,1
clotrimazole,PROPN,2
clotting,ADJ,1
clotting,NOUN,59
cloud,NOUN,1
cloud,VERB,4
cloudiness,NOUN,1
cloudy,ADJ,3
clove,NOUN,2
clovir,PROPN,1
cloxacillin,NOUN,1
clozapine,NOUN,5
club,NOUN,6
club,VERB,4
clubbing,NOUN,2
clude,ADJ,8
clude,NOUN,12
clude,VERB,7
clue,NOUN,2
clump,NOUN,5
clump,VERB,6
clumping,NOUN,5
clumsiness,NOUN,9
clumsy,ADJ,2
clusion,NOUN,3
cluster,NOUN,42
clutter,NOUN,1
cm,NOUN,44
cm,PROPN,1
cmv,NOUN,2
cns,ADJ,1
co,ADJ,7
co,ADV,1
co,NOUN,12
co,VERB,2
coagulant,ADJ,2
coagulant,NOUN,1
coagulate,NOUN,1
coagulate,VERB,2
coagulation,NOUN,34
coal,NOUN,19
coarctation,NOUN,6
coarse,ADJ,4
coarse,VERB,1
coarsen,PROPN,1
coarsen,VERB,2
coarsening,NOUN,1
coast,NOUN,1
coast,PROPN,1
coastal,PROPN,1
coat,NOUN,10
coat,VERB,10
coated,ADJ,1
coating,NOUN,14
cobalamin,NOUN,1
cobalt,NOUN,3
cobra,NOUN,1
coca,NOUN,2
cocaine,NOUN,13
coccal,ADJ,5
cocci,NOUN,2
cocci,PROPN,4
coccosis,PROPN,1
coccus,PROPN,2
coccydynia,PROPN,1
coccygeal,NOUN,1
coccyx,NOUN,7
coccyx,PROPN,2
coccyx,VERB,2
cochlea,ADJ,1
cochlea,NOUN,14
cochlea,PROPN,1
cochlea,VERB,1
cochlea,X,7
cochlear,ADJ,1
cochlear,NOUN,10
cochlear,VERB,4
cocoa,NOUN,3
coconut,ADJ,1
cod,ADJ,1
cod,NOUN,2
codamol,ADJ,1
codamol,PROPN,1
codaprin,PROPN,1
code,NOUN,15
code,VERB,11
codeine,NOUN,15
coei,NOUN,1
coeliac,ADJ,17
coeliac,NOUN,2
coenzyme,NOUN,2
coenzyme,PROPN,1
coexist,VERB,2
coffee,NOUN,8
cognition,NOUN,3
cognitive,ADJ,15
cogwheel,NOUN,1
coid,NOUN,1
coidosis,NOUN,2
coil,NOUN,4
coil,VERB,9
coiled,NOUN,1
coin,NOUN,1
coincide,NOUN,2
coincide,VERB,3
coincidence,NOUN,1
coitus,NOUN,2
coitus,PROPN,3
cola,NOUN,1
colchicine,NOUN,5
cold,ADJ,145
cold,NOUN,42
cold,PROPN,1
coldlike,ADJ,1
coldness,NOUN,2
colecalciferol,NOUN,1
colecalciferol,PROPN,1
colectomy,ADV,1
colectomy,NOUN,15
colepsy,PROPN,1
coleslaw,NOUN,1
colestyramine,ADJ,3
colestyramine,NOUN,2
coli,NOUN,4
colic,ADJ,3
colic,NOUN,30
colic,PROPN,9
colicky,ADJ,1
colicky,PROPN,1
coliform,NOUN,2
colistin,NOUN,1
colistin,PROPN,2
colitis,NOUN,40
colitis,PROPN,3
coll,PROPN,1
collagen,NOUN,25
collagen,PROPN,8
collagenous,ADJ,1
collapse,ADV,1
collapse,NOUN,23
collapse,VERB,17
collapsed,ADJ,2
collar,NOUN,6
collar,PROPN,3
collarbone,NOUN,18
collate,VERB,1
colle,NOUN,1
colleague,NOUN,3
collect,NOUN,1
collect,VERB,74
collection,NOUN,68
collection,PROPN,1
collective,ADJ,9
collectively,ADV,7
collision,NOUN,2
collodion,NOUN,2
colloid,NOUN,5
colloquial,ADJ,2
coloboma,NOUN,2
cologically,ADV,1
cologist,NOUN,1
colon,NOUN,177
colonic,ADJ,1
colonization,NOUN,2
colonize,NOUN,1
colonize,VERB,3
colonoscope,NOUN,2
colonoscopy,NOUN,14
colonoscopy,VERB,1
colony,NOUN,11
color,NOUN,1
coloration,NOUN,19
colorectal,ADJ,5
colorectal,NOUN,1
colostomy,ADJ,3
colostomy,ADV,1
colostomy,NOUN,10
colostomy,PROPN,4
colostrum,PROPN,3
colour,ADJ,7
colour,NOUN,111
colour,VERB,20
colourblindness,PROPN,1
coloured,ADJ,17
colourful,ADJ,1
colouring,NOUN,10
colourless,ADJ,6
colourless,NOUN,13
colourless,PROPN,1
colourvision,NOUN,1
colpermin,NOUN,1
colposcope,NOUN,2
colposcopic,ADJ,1
colposcopy,NOUN,8
colposcopy,PROPN,1
column,NOUN,14
columnar,NOUN,2
com,NOUN,1
coma,NOUN,59
coma,PROPN,8
comastia,PROPN,1
comatose,ADJ,2
comb,NOUN,2
comb,VERB,2
combat,NOUN,5
combat,VERB,11
combination,NOUN,105
combine,VERB,135
combined,ADJ,10
come,VERB,96
comedo,NOUN,1
comedo,PROPN,2
comes,AUX,33
comfort,NOUN,8
comfort,VERB,2
comfortable,ADJ,8
comfortably,ADV,3
comforting,ADJ,1
command,NOUN,4
commence,VERB,5
commend,VERB,1
commensal,NOUN,2
commensal,PROPN,1
commensal,VERB,1
comment,NOUN,2
commercially,ADV,2
comminute,VERB,2
commit,VERB,4
committee,NOUN,1
commode,VERB,1
common,ADJ,1116
commonly,ADV,459
communal,ADJ,1
communicable,PROPN,1
communicate,VERB,8
communication,NOUN,16
communis,PROPN,1
community,NOUN,11
commute,VERB,1
compact,ADJ,2
compactness,NOUN,2
companion,NOUN,1
companionship,NOUN,1
company,NOUN,5
comparable,ADJ,1
comparative,ADJ,3
compare,VERB,33
comparison,NOUN,4
compartment,NOUN,12
compatibility,NOUN,2
compatible,ADJ,9
compel,VERB,1
compensate,VERB,18
compensation,NOUN,4
compete,VERB,2
competence,NOUN,2
competent,ADJ,1
competition,NOUN,5
competitive,ADJ,2
comphcation,NOUN,5
compile,VERB,1
complain,VERB,3
complaint,NOUN,4
complement,NOUN,14
complement,VERB,1
complementary,ADJ,11
complete,ADJ,94
complete,VERB,11
completely,ADV,70
completion,NOUN,1
complex,ADJ,50
complex,NOUN,49
complex,PROPN,2
complexe,VERB,1
complexion,NOUN,1
complexion,VERB,1
complexity,NOUN,2
compliance,NOUN,1
complicate,VERB,1
complicated,ADJ,4
complicating,ADJ,1
complication,NOUN,256
complication,PROPN,2
comply,VERB,1
component,NOUN,65
compos,VERB,1
compose,VERB,56
composition,NOUN,18
compound,NOUN,56
compound,VERB,5
comprehend,VERB,4
comprehension,NOUN,7
compress,NOUN,8
compress,VERB,25
compressed,ADJ,5
compression,NOUN,33
compression,VERB,2
compressor,NOUN,1
comprise,VERB,38
compromise,VERB,3
compulsion,NOUN,3
compulsive,ADJ,17
compulsively,ADV,2
compulsorily,ADV,2
compulsory,NOUN,2
compute,VERB,5
computer,NOUN,39
computerized,ADJ,1
computerto,PROPN,1
con,NOUN,1
con,PROPN,1
concave,ADJ,3
concave,NOUN,3
conceal,VERB,6
conceive,VERB,6
concentrate,NOUN,2
concentrate,VERB,20
concentrated,ADJ,15
concentration,NOUN,64
concentrator,NOUN,2
concentric,ADJ,1
concept,NOUN,8
conception,NOUN,33
concern,NOUN,19
concern,VERB,85
concerned,ADJ,14
concha,NOUN,3
conclude,VERB,1
conclusive,ADJ,3
concuss,VERB,1
concussion,NOUN,8
concussive,ADJ,1
condenser,NOUN,1
condition,NOUN,1373
condition,PROPN,1
condition,VERB,4
conditioning,NOUN,13
conditioning,VERB,1
condom,NOUN,28
condom,PROPN,3
conduct,NOUN,5
conduct,VERB,33
conducting,NOUN,6
conduction,NOUN,27
conductive,ADJ,17
conductor,NOUN,1
conduit,NOUN,5
condyle,NOUN,2
condyle,VERB,1
condylitis,PROPN,1
condyloma,PROPN,3
cone,NOUN,45
confabulation,NOUN,2
confectionery,NOUN,2
confer,VERB,9
confidence,NOUN,12
confident,ADJ,3
confidential,ADJ,3
confidentiality,NOUN,3
confidently,ADV,2
configuration,NOUN,1
confine,VERB,26
confined,ADJ,1
confirm,NOUN,1
confirm,VERB,120
confirmation,NOUN,3
conflict,NOUN,11
confluent,VERB,1
conform,VERB,3
confront,VERB,3
confuse,VERB,10
confused,ADJ,5
confusion,NOUN,68
congenita,PROPN,1
congenital,ADJ,242
congenital,NOUN,5
congenital,PROPN,1
congenitally,ADV,1
congest,VERB,2
congestant,ADJ,1
congested,ADJ,2
congestion,NOUN,33
congestive,ADJ,8
congestive,NOUN,1
coni,PROPN,1
conical,ADJ,3
conjoin,VERB,7
conjugate,VERB,3
conjunction,NOUN,18
conjunctiva,NOUN,9
conjunctiva,PROPN,25
conjunctival,NOUN,2
conjunctival,PROPN,1
conjunctivitis,NOUN,34
conjuring,NOUN,1
connect,NOUN,1
connect,VERB,115
connected,ADJ,1
connection,NOUN,19
connective,ADJ,55
connector,VERB,1
conscience,NOUN,1
conscious,ADJ,27
consciously,ADV,5
consciousness,NOUN,56
consecutive,ADJ,2
consent,NOUN,11
consent,VERB,2
consequence,NOUN,9
consequent,NOUN,2
consequently,ADV,6
conserve,VERB,8
consider,VERB,59
considerable,ADJ,14
considerably,ADV,7
consist,NOUN,2
consist,VERB,247
consistency,NOUN,9
consistendy,ADJ,1
consistent,ADJ,2
consistently,ADV,3
consolidation,NOUN,1
conspicuous,ADJ,1
constant,ADJ,49
constantly,ADV,21
constipation,NOUN,84
constituent,ADJ,4
constituent,NOUN,27
constitute,VERB,12
constraint,NOUN,1
constrict,NOUN,5
constrict,VERB,23
constricted,ADJ,3
constriction,NOUN,18
constriction,VERB,1
constrictive,ADJ,3
constrictor,NOUN,1
construct,VERB,11
construction,NOUN,1
constructional,ADJ,1
consult,VERB,18
consultant,NOUN,3
consultation,NOUN,2
consume,VERB,23
consumer,NOUN,1
consumption,NOUN,44
contact,NOUN,187
contact,PROPN,1
contact,VERB,2
contagiosum,VERB,3
contagious,ADJ,13
contain,NOUN,1
contain,VERB,526
container,NOUN,8
contaminant,NOUN,3
contaminate,NOUN,1
contaminate,VERB,49
contaminated,ADJ,10
contaminated,AUX,42
contaminating,VERB,2
contamination,NOUN,14
contemplation,NOUN,1
content,NOUN,58
contentment,NOUN,1
context,NOUN,1
continence,NOUN,1
continent,NOUN,1
continual,ADJ,5
continually,ADV,13
continuation,NOUN,1
continue,VERB,87
continued,ADJ,9
continuous,ADJ,40
continuously,ADV,24
contortion,NOUN,1
contour,ADJ,1
contour,NOUN,5
contour,VERB,1
contraception,NOUN,58
contraceptive,ADJ,16
contraceptive,NOUN,79
contraceptive,VERB,1
contract,NOUN,65
contract,VERB,67
contractile,NOUN,1
contracting,NOUN,4
contraction,NOUN,204
contracts,PROPN,1
contractual,ADJ,1
contracture,NOUN,19
contracture,VERB,1
contraindication,NOUN,2
contrary,NOUN,1
contrast,NOUN,86
contrast,VERB,5
contribute,VERB,25
contributing,NOUN,1
contribution,NOUN,1
contributory,ADJ,7
contributory,NOUN,1
contributory,PROPN,2
control,NOUN,134
control,PROPN,4
control,VERB,328
controllable,ADJ,2
controlled,ADJ,2
controversial,ADJ,1
contusion,NOUN,5
convalescence,NOUN,1
convalescence,PROPN,1
convection,NOUN,1
convenience,NOUN,1
convenient,ADJ,1
conveniently,ADV,1
conventional,ADJ,14
conventionally,ADV,5
converge,ADJ,1
converge,VERB,7
convergent,ADJ,2
convergent,NOUN,2
conversation,NOUN,4
conversely,ADV,3
conversion,NOUN,13
conversion,VERB,2
convert,NOUN,2
convert,VERB,67
converting,NOUN,1
convex,ADJ,8
convex,PROPN,1
convey,VERB,18
convince,VERB,1
convinced,ADJ,2
convoluted,ADJ,2
convulsant,NOUN,1
convulsion,NOUN,26
cook,VERB,20
cooking,NOUN,7
cool,ADJ,5
cool,VERB,13
cooling,NOUN,2
cooperate,VERB,2
cooperative,ADJ,1
coordinate,NOUN,2
coordinate,VERB,13
coordinated,ADJ,2
coordination,NOUN,30
copd,NOUN,11
cope,VERB,32
copious,ADJ,1
copper,NOUN,14
coprolalia,PROPN,1
coproporphyria,PROPN,1
coproporphyria,VERB,1
copy,NOUN,47
copy,VERB,15
copying,NOUN,5
cor,PROPN,4
coral,ADJ,1
cord,NOUN,356
cord,VERB,1
cordotomy,NOUN,3
core,NOUN,15
core,PROPN,3
corn,NOUN,13
cornea,NOUN,110
cornea,PROPN,6
corneal,ADJ,50
corneal,NOUN,4
corner,NOUN,12
cornflake,NOUN,1
coronal,ADJ,4
coronary,ADJ,137
coronary,PROPN,1
coronavirus,NOUN,1
coronaviruse,NOUN,2
coroner,NOUN,2
coroner,PROPN,1
corpora,NOUN,1
corporation,NOUN,1
corporeal,ADJ,1
corporis,PROPN,2
corpse,NOUN,1
corpus,NOUN,7
corpus,PROPN,9
corpuscle,NOUN,15
corpuscular,ADJ,1
correcdy,PROPN,2
correct,ADJ,25
correct,VERB,95
corrected,ADJ,1
correction,NOUN,20
corrective,ADJ,7
correctly,ADV,18
correspond,VERB,11
corresponding,ADJ,3
corresponding,NOUN,1
correspondingly,ADV,1
corrode,PROPN,1
corrosive,ADJ,8
corrosive,NOUN,4
corset,ADV,1
corset,NOUN,5
cortex,NOUN,94
cortex,VERB,1
cortical,ADJ,2
corticosteroid,ADJ,30
corticosteroid,NOUN,169
corticosteroid,PROPN,1
corticosteroid,VERB,1
corticosterone,NOUN,1
corticosterone,PROPN,2
corticotrophic,ADJ,2
corticotrophin,NOUN,2
corticotropin,NOUN,1
cortisol,NOUN,5
cortisol,PROPN,1
cortisone,NOUN,4
corynebacterium,NOUN,1
coryza,NOUN,2
cose,ADJ,8
cose,NOUN,4
cosis,NOUN,2
cosmesis,NOUN,1
cosmetic,ADJ,37
cosmetic,NOUN,7
cosmetically,ADV,1
cosmic,ADJ,1
cost,NOUN,1
costal,ADJ,2
costal,PROPN,2
costalgia,PROPN,1
costeroid,PROPN,6
costochondritis,NOUN,1
costostemal,ADJ,1
cosuria,PROPN,1
cosylceramide,PROPN,1
cot,NOUN,5
cotic,ADJ,1
cotomy,VERB,1
cottage,NOUN,2
cotton,NOUN,9
cotton,PROPN,1
cottonmouth,NOUN,1
cou,PROPN,1
coud,PROPN,1
cough,NOUN,113
cough,VERB,36
coughing,NOUN,24
could,AUX,34
counsel,VERB,2
counselling,NOUN,58
counsellor,NOUN,4
count,NOUN,31
count,VERB,7
counter,NOUN,26
counter,VERB,2
counteract,VERB,6
counterstain,NOUN,1
counterstaine,VERB,1
country,NOUN,80
couple,NOUN,13
couple,VERB,2
coupling,NOUN,1
courage,VERB,2
coureteric,ADJ,1
course,NOUN,83
court,NOUN,3
courtesy,NOUN,1
cous,ADJ,1
couscous,ADJ,1
cover,NOUN,3
cover,VERB,156
covering,NOUN,36
covery,NOUN,2
cow,NOUN,15
cowper,NOUN,1
cowpox,ADJ,1
cowpox,VERB,1
coxa,PROPN,2
coxib,PROPN,1
coxsackieviru,NOUN,1
coxsackievirus,NOUN,8
coxsackievirus,PROPN,1
cpap,NOUN,1
cr,PROPN,16
crab,ADJ,1
crab,NOUN,6
crack,NOUN,7
crack,VERB,19
cracked,ADJ,2
cracking,NOUN,5
crackle,NOUN,1
crackle,VERB,1
crackling,NOUN,2
cradle,NOUN,10
cramp,ADJ,11
cramp,NOUN,62
cramp,VERB,6
cramped,ADJ,1
cramping,NOUN,1
cramplike,ADJ,4
cramplike,NOUN,3
crandall,NOUN,1
cranial,ADJ,46
craniopharyngioma,ADJ,1
craniopharyngioma,NOUN,2
craniopharyngioma,PROPN,1
craniosynostosis,NOUN,2
craniotomy,ADV,1
craniotomy,NOUN,6
cranium,NOUN,14
crater,NOUN,2
crave,VERB,3
craving,NOUN,5
crawl,VERB,9
crayon,NOUN,2
crea,NOUN,3
cream,NOUN,86
cream,VERB,1
creamy,ADJ,5
creamy,NOUN,1
creas,PROPN,4
crease,NOUN,17
crease,VERB,19
creased,ADJ,1
create,VERB,58
creatine,NOUN,1
creatine,VERB,2
creatinine,NOUN,10
creation,NOUN,6
creatitis,PROPN,1
creativity,NOUN,1
creature,NOUN,2
creep,VERB,1
crepitation,NOUN,1
crepitation,PROPN,1
crepitus,ADJ,1
crepitus,NOUN,1
crescent,NOUN,1
crest,NOUN,4
crest,PROPN,1
crete,VERB,1
cretinism,NOUN,4
cretion,NOUN,2
creutzfeldt,ADJ,1
crevice,NOUN,1
crew,NOUN,2
cri,PROPN,2
crib,VERB,2
cribe,NOUN,1
cribriform,NOUN,1
cribrosa,PROPN,1
cricoid,NOUN,2
crime,NOUN,6
criminal,ADJ,7
criminate,ADJ,1
crine,NOUN,2
criptine,NOUN,2
crisis,NOUN,23
criterion,NOUN,2
critical,ADJ,7
critically,ADV,3
criticism,NOUN,3
criticize,VERB,3
croaking,NOUN,1
crockery,NOUN,1
crocodile,NOUN,1
cromogiicate,NOUN,1
cromoglicate,NOUN,6
cromoglicate,PROPN,2
cromoglicate,VERB,1
crooked,ADJ,1
crookedly,ADV,1
crop,NOUN,8
cross,ADJ,28
cross,NOUN,14
cross,PROPN,1
cross,VERB,20
crossbite,NOUN,1
crossbite,PROPN,1
crossing,NOUN,1
croup,NOUN,9
crowd,NOUN,1
crowd,VERB,4
crowded,ADJ,2
crowding,NOUN,3
crown,ADJ,2
crown,NOUN,41
crown,PROPN,14
crown,VERB,3
crowning,NOUN,2
crowns,ADJ,1
crucial,ADJ,5
crucially,ADV,1
cruciate,ADJ,2
crumble,VERB,1
crumbly,ADV,1
cruris,PROPN,1
crush,NOUN,2
crush,VERB,12
crust,NOUN,11
crust,VERB,3
crusting,NOUN,1
crusty,ADJ,1
crutch,ADJ,1
crutch,NOUN,6
crutch,VERB,1
cry,NOUN,6
cry,VERB,15
crying,NOUN,3
cryopexy,ADJ,2
cryopreservation,NOUN,2
cryosurgery,NOUN,14
cryotherapy,NOUN,3
cryptococcosis,NOUN,5
cryptophthalmos,ADJ,1
cryptophthalmus,PROPN,1
cryptorchidism,NOUN,1
cryptosporidiosis,NOUN,2
cryptosporidium,NOUN,1
crystal,ADJ,1
crystal,NOUN,23
crystalline,ADJ,1
crystalline,NOUN,5
crystalline,PROPN,1
crystallization,NOUN,1
crystallize,VERB,2
crystallized,ADJ,1
ct,NOUN,15
ctscanning,NOUN,17
cu,NOUN,1
cu,PROPN,1
cubic,ADJ,1
cubital,ADJ,1
cuboid,NOUN,1
cuboidal,ADJ,2
cue,NOUN,2
cuff,NOUN,6
cuff,PROPN,1
cuff,VERB,2
cuit,PROPN,1
cular,ADJ,14
cular,PROPN,4
culate,VERB,1
culation,NOUN,10
culatory,ADJ,1
cule,NOUN,3
culex,NOUN,2
culin,PROPN,1
culinary,ADJ,1
culminate,VERB,1
culoid,NOUN,1
culosis,NOUN,1
culosis,PROPN,2
cult,NOUN,6
cultie,NOUN,1
cultivate,VERB,1
cultivation,NOUN,1
cultural,ADJ,1
culture,NOUN,16
culture,VERB,2
cultured,ADJ,6
culty,NOUN,20
culus,ADJ,3
culus,PROPN,1
cum,PROPN,1
cumcise,VERB,1
cumflex,PROPN,1
cumstance,NOUN,1
cumulative,ADJ,7
cuneiform,NOUN,1
cup,NOUN,15
cup,VERB,1
cuplike,ADJ,1
cupped,ADJ,1
cur,VERB,3
curable,ADJ,3
curare,ADJ,1
curare,NOUN,2
curative,ADJ,3
curd,NOUN,1
cure,NOUN,62
cure,VERB,35
curettage,NOUN,7
curette,NOUN,2
curette,VERB,1
curious,ADJ,1
curl,NOUN,1
curl,VERB,3
curliness,NOUN,1
curling,NOUN,3
curre,VERB,1
current,ADJ,14
current,NOUN,29
currently,ADV,8
curring,NOUN,1
curvature,NOUN,29
curvature,VERB,1
curve,NOUN,9
curve,VERB,18
curved,ADJ,13
curving,NOUN,1
cury,NOUN,1
cus,PROPN,3
cushing,NOUN,8
cushion,NOUN,14
cushion,VERB,11
cushioning,NOUN,3
cusp,PROPN,2
cuspid,PROPN,2
cusps,NOUN,2
custom,ADV,1
custom,NOUN,2
customarily,ADV,1
customary,ADJ,1
customer,NOUN,1
cut,ADJ,2
cut,NOUN,30
cut,VERB,103
cutanea,NOUN,1
cutanea,PROPN,1
cutaneous,ADJ,19
cutdown,NOUN,1
cuticle,NOUN,5
cuticle,VERB,1
cutlery,NOUN,2
cutting,NOUN,9
cva,NOUN,1
cy,PROPN,8
cyanide,NOUN,2
cyanocobalamin,NOUN,2
cyanose,VERB,1
cyanosis,NOUN,17
cyanotic,ADJ,1
cycle,NOUN,103
cycle,PROPN,2
cyclic,ADJ,1
cyclical,ADJ,5
cyclically,ADV,1
cyclidine,PROPN,1
cycling,NOUN,2
cyclitis,PROPN,1
cyclizine,NOUN,1
cyclopenthiazide,PROPN,1
cyclophosphamide,PROPN,1
cycloplegia,NOUN,1
cycloplegia,PROPN,1
cycloplegic,ADJ,2
cyclosporin,NOUN,1
cyclothymia,NOUN,1
cydynia,PROPN,1
cylinder,NOUN,3
cylindrical,ADJ,17
cylindrically,ADV,1
cyproterone,NOUN,3
cysf,PROPN,1
cyst,NOUN,195
cyst,PROPN,1
cyst,VERB,4
cystadenoma,NOUN,1
cystectomy,ADV,1
cystectomy,NOUN,6
cysteine,NOUN,1
cystic,ADJ,35
cystic,NOUN,5
cysticercosis,NOUN,1
cysticerosis,VERB,1
cystine,ADJ,2
cystine,NOUN,4
cystinosis,NOUN,2
cystinuria,PROPN,4
cystis,NOUN,1
cystitis,ADJ,2
cystitis,NOUN,27
cystitis,PROPN,1
cystocele,NOUN,4
cystocele,PROPN,3
cystography,NOUN,1
cystokinin,PROPN,1
cystometry,ADJ,1
cystometry,NOUN,3
cystoscope,NOUN,5
cystoscopy,NOUN,13
cystostomy,PROPN,1
cystourethrography,NOUN,3
cyte,NOUN,5
cyte,VERB,11
cythaemia,PROPN,4
cytic,ADJ,2
cytokine,NOUN,3
cytokine,VERB,1
cytologist,NOUN,2
cytology,NOUN,11
cytoma,PROPN,1
cytomas,PROPN,1
cytomegalovirus,NOUN,3
cytomegalovirus,PROPN,5
cytopathology,NOUN,4
cytoplasm,NOUN,10
cytoplasm,PROPN,3
cytosine,NOUN,8
cytoskeleton,NOUN,1
cytotoxic,ADJ,12
cytotoxic,NOUN,4
d,ADJ,5
d,NOUN,60
d,PROPN,4
d,X,1
dTaP,PROPN,4
da,PROPN,2
dacron,PROPN,1
dacryocystiti,NOUN,1
dacryocystitis,NOUN,1
dactylitis,PROPN,1
dactyly,PROPN,1
daddy,NOUN,2
daemia,NOUN,2
dage,NOUN,5
dage,VERB,1
dagger,NOUN,1
daily,ADJ,17
daily,ADV,12
daily,NOUN,2
daily,PROPN,2
dairy,NOUN,27
dalteparin,NOUN,1
dam,NOUN,3
damage,NOUN,678
damage,VERB,270
damaged,ADJ,17
damaging,ADJ,9
damp,ADJ,6
damp,VERB,7
danazol,NOUN,3
dance,NOUN,2
dander,NOUN,6
dander,PROPN,1
dandruff,NOUN,10
daneum,NOUN,1
danger,NOUN,10
dangerous,ADJ,43
dangerously,ADV,8
dant,NOUN,1
danthramer,PROPN,1
danthron,PROPN,1
danthrusate,ADJ,1
dantrolene,ADJ,1
dantrolene,NOUN,1
dantrolene,VERB,1
dantron,NOUN,2
dantron,PROPN,1
dapsone,NOUN,4
dard,NOUN,1
dardized,ADJ,1
dark,ADJ,54
dark,ADV,4
dark,NOUN,4
dark,PROPN,3
darkarea,NOUN,1
darken,ADJ,4
darken,VERB,10
darkened,ADJ,1
darkening,NOUN,1
darkly,ADV,1
darkness,NOUN,2
darone,PROPN,1
dart,NOUN,1
dase,NOUN,2
date,NOUN,24
date,VERB,3
dation,NOUN,2
datum,NOUN,16
daughter,NOUN,17
daw,NOUN,1
day,NOUN,367
daydream,VERB,1
daylight,NOUN,1
daytime,ADJ,2
daytime,NOUN,1
daytime,PROPN,1
dazed,ADJ,2
dazole,ADJ,1
de,ADP,1
de,NOUN,1
de,PROPN,11
de,VERB,2
de,X,5
deWet,PROPN,1
deactivation,NOUN,1
dead,ADJ,56
deaden,VERB,1
deadly,ADJ,5
deaf,ADJ,8
deaf,NOUN,1
deafness,NOUN,90
deal,NOUN,4
deal,VERB,32
death,NOUN,281
debatable,ADJ,1
debate,NOUN,1
debilitate,VERB,6
debilitated,ADJ,2
debility,NOUN,1
debridement,NOUN,1
debris,NOUN,19
debt,NOUN,1
decade,NOUN,2
decalcification,NOUN,3
decarboxylase,NOUN,2
decarboxylation,NOUN,1
decay,NOUN,34
decay,PROPN,14
decay,VERB,9
decayed,ADJ,4
decayed,NOUN,1
deceased,ADJ,1
deceleration,NOUN,2
deception,NOUN,1
decerebrate,VERB,1
decibel,NOUN,3
decibel,PROPN,1
decide,VERB,7
decidua,NOUN,1
decidua,VERB,1
deciduous,ADJ,11
decision,NOUN,10
decisive,ADJ,1
declaration,NOUN,1
declare,VERB,2
decline,NOUN,10
decline,PROPN,1
decline,VERB,5
decode,VERB,8
decolorize,VERB,1
decompensates,PROPN,1
decompensation,NOUN,2
decomposition,NOUN,2
